rišša#gabba	rissja#gabba
kriminála#láhka	krimenála#láhka
báike#namma#láhka	bájkke#namma#láhka
eana#láhka	iena#láhka
servituhtta#láhka	servvetuhtta#láhka
arkiiva#láhka	arkkijva#láhka
heagga#dieđuid#láhka	hiegga#diedujd#láhka
árbe#láhka	árbbe#láhka
mánáid#gárde#láhka	mánájd#gárdde#láhka
vuovde#láhka	vuovdde#láhka
vuovdi#láhka	vuovdde#láhka
energi#láhka	energe#láhka
riekte#veahkke#láhka	riekte#viehkke#láhka
sámi#láhka	sáme#láhka
miella#buohcci#láhka	miella#buohttse#láhka
ozo#vuoigatvuođa#bákte#láhka	åtso#vuojggatvuoda#bákte#láhka
sálte#láhka	sállte#láhka
jante#láhka	jantte#láhka
olgo#lihkadan#láhka	ålggo#lihkadan#láhka
hálddahus#meannudan#láhka	háldahus#miennudan#láhka
bággo#čađahan#láhka	bággo#tjadáhan#láhka
ovttas#eaiggáduššan#láhka	åvtås#æjgádussjan#láhka
hálddašan#láhka	háldatjan#láhka
luonddu#suodjalan#láhka	luondo#suodjalan#láhka
bargo#suodjalan#láhka	barggo#suodjalan#láhka
biebman#láhka	biebbman#láhka
eanan#láhka	ienan#láhka
ráŋggáštan#láhka	ráŋgásjtan#láhka
meahcástan#láhka	mæhtsástan#láhka
searvan#láhka	siervvan#láhka
njađđin#láhka	njadden#láhka
eana#vuovdin#láhka	iena#vuovdden#láhka
eanan#vuovdin#láhka	ienan#vuovdden#láhka
olgunastin#láhka	ålggunastin#láhka
šaddo#nálaštuhttin#láhka	sjaddo#nálasjtuhttin#láhka
miella#dearvvašvuođa#dikšun#láhka	miella#diervasjvuoda#diksjun#láhka
molsun#láhka	målssun#láhka
fuođđo#láhka	fuoddo#láhka
vuođđo#láhka	vuoddo#láhka
bivdo#láhka	bivddo#láhka
sáiva#bivdo#láhka	sájvva#bivddo#láhka
luonddu#láhka	luondo#láhka
tomta#láigo#láhka	tåmtå#lájggo#láhka
álbmot#oadjo#láhka	álmmut#oadjo#láhka
riekte#dikšo#láhka	riekte#diksjo#láhka
girko#láhka	girkko#láhka
vuovde#doallo#láhka	vuovdde#doallo#láhka
vuovdi#doallo#láhka	vuovdde#doallo#láhka
boazo#doallo#láhka	boatso#doallo#láhka
duopmo#stuollo#láhka	duobmo#stuollo#láhka
luopmo#láhka	luobmo#láhka
olgo#áibmo#láhka	ålggo#ájmmo#láhka
geaidno#láhka	giejnno#láhka
vearro#láhka	vierro#láhka
kultur#muito#láhka	kultur#mujtto#láhka
dásse#árvo#láhka	dásse#árvvo#láhka
topp#láhka	tåpp#láhka
dearvvašvuođa#registtar#láhka	diervasjvuoda#regestar#láhka
odels#láhka	ådels#láhka
vuoigŋa#dagus#láhka	vuojŋŋa#dagus#láhka
hálddahus#láhka	háldahus#láhka
ráves#olbmuid#oahpahus#láhka	ráves#ålmmujd#oahpahus#láhka
rávis#olbmuid#oahpahus#láhka	ráves#ålmmujd#oahpahus#láhka
mánáid#suodjalus#láhka	mánájd#suodjalus#láhka
gieldda#dearvvašvuođa#bálvalus#láhka	gielda#diervasjvuoda#bálvvalus#láhka
spesialista#dearvvašvuođa#bálvalus#láhka	spesialista#diervasjvuoda#bálvvalus#láhka
sosiál#bálvalus#láhka	såsiál#bálvvalus#láhka
mohtor#johtalus#láhka	måhtur#jåhtålus#láhka
cosinus#láhka	tsåsenus#láhka
bargo#biras#láhka	barggo#birás#láhka
jietnadat#láhka	jiednadat#láhka
eanadat#láhka	ienadat#láhka
meahcce#johtolat#láhka	miehttse#jåhtulat#láhka
mohtor#johtolat#láhka	måhtur#jåhtulat#láhka
jápma#sáhka	jábma#sáhka
moraš#sáhka	måråsj#sáhka
vuođđo#sáhka	vuoddo#sáhka
váldo#sáhka	válldo#sáhka
illu#sáhka	illo#sáhka
ovda#sáhka	åvddå#sáhka
eallo#goahkka	iello#goahkka
boazo#goahkka	boatso#goahkka
sallit#hoahkka	sallet#hoahkka
radiála#deahkka	radiála#diehkka
reaida#šeahkka	riejdda#sjiehkka
biegga#seahkka	biegga#siehkka
lávka#seahkka	lávkka#siehkka
ruhta#seahkka	ruhta#siehkka
gáfe#seahkka	gáfe#siehkka
káfe#seahkka	káfe#siehkka
váhpe#seahkka	váhpe#siehkka
ran#seahkka	ran#siehkka
jáfo#seahkka	jáfo#siehkka
stálu#seahkka	stálo#siehkka
báber#seahkka	báber#siehkka
njálgges#seahkka	njálges#siehkka
guokt#geahpes#seahkka	guokt#giehpes#siehkka
gáttes#seahkka	gáttes#siehkka
gámas#seahkka	gámás#siehkka
dovtta#seahkka	dåvtå#siehkka
riibadahttin#fabrihkka	rijbbadahttin#fabrehkka
vuolle#rubrihkka	vuolle#rubrehkka
etno#musihkka	edno#musehkka
pop#musihkka	påp#musehkka
álbmot#musihkka	álmmut#musehkka
human#etihkka	humán#etehkka
ieš#kritihkka	iesj#kritehkka
ođđa#kritihkka	åddå#kritehkka
kiro#praktihkka	kiro#praktehkka
rávrra#bihkka	rávra#bihkka
erenoamáš#pedagogihkka	erenoamásj#pedágogihkka
oahppo#neavvo#pedagogihkka	oahppo#nievvo#pedágogihkka
oahppo#neavvu#pedagogihkka	oahppo#nievvo#pedágogihkka
dáidda#politihkka	dájda#påletihkka
gieldda#politihkka	gielda#påletihkka
musea#politihkka	musea#påletihkka
fága#politihkka	fága#påletihkka
media#politihkka	media#påletihkka
riikka#politihkka	rijka#påletihkka
olgo#riikka#politihkka	ålggo#rijka#påletihkka
olgo#riika#politihkka	ålggo#rijkka#påletihkka
giella#politihkka	giella#påletihkka
skuvla#politihkka	skuvlla#påletihkka
re^ála#politihkka	re^ála#påletihkka
sosiála#politihkka	sosial#påletihkka
regionála#politihkka	regionála#påletihkka
nissona#politihkka	nissuna#påletihkka
preassa#politihkka	priessa#påletihkka
stáhta#politihkka	stáhta#påletihkka
distrikta#politihkka	distrekta#påletihkka
distrivtta#politihkka	distrevtta#påletihkka
nuoraid#politihkka	nuorajd#påletihkka
bargiid#politihkka	barggijd#påletihkka
medi^e#politihkka	mede^e#påletihkka
sáme#politihkka	sáme#påletihkka
oktii#suddadan#politihkka	åktij#suddadan#påletihkka
juogadan#politihkka	juogadan#påletihkka
dutkan#politihkka	dutkan#påletihkka
bálvalan#politihkka	bálvvalan#påletihkka
diehto#juohkin#politihkka	diehto#juohken#påletihkka
ruhta#seastin#politihkka	ruhta#siessten#påletihkka
gáhtten#politihkka	gáhtten#påletihkka
dáruiduhttin#politihkka	dárujduhttin#påletihkka
nisson#politihkka	nissun#påletihkka
olgo#politihkka	ålggo#påletihkka
unnit#logo#politihkka	unnet#lågo#påletihkka
unnit#logu#politihkka	unnet#lågo#påletihkka
eana#doallo#politihkka	iena#doallo#påletihkka
eanan#doallo#politihkka	ienan#doallo#påletihkka
boazo#doallo#politihkka	boatso#doallo#påletihkka
guovlo#politihkka	guovllo#påletihkka
davve#guovlo#politihkka	davve#guovllo#påletihkka
davvi#guovlo#politihkka	davve#guovllo#påletihkka
guovllo#politihkka	guovlo#påletihkka
etno#politihkka	edno#påletihkka
kultur#muito#politihkka	kultur#mujtto#påletihkka
dásse#árvo#politihkka	dásse#árvvo#påletihkka
kultur#politihkka	kultur#påletihkka
rekrutterings#politihkka	rekrutterings#påletihkka
oahpahus#politihkka	oahpahus#påletihkka
ealáhus#politihkka	æláhus#påletihkka
guolástus#politihkka	guolástus#påletihkka
biras#politihkka	birás#påletihkka
bellodat#politihkka	belludat#påletihkka
meahcce#johtolat#politihkka	miehttse#jåhtulat#påletihkka
eami#álbmot#politihkka	ieme#álmmut#påletihkka
álgo#álbmot#politihkka	álggo#álmmut#påletihkka
bálká#politihkka	bálkká#påletihkka
resepšuvdna#estetihkka	reseptjuvnna#esstetihkka
bádde#ornamentihkka	bádde#årnåmentihkka
dearba#stihkka	dierbba#stihkka
njálbme#stuhkka	njálmme#stuhkka
eallo#stuhkka	iello#stuhkka
jeŋgen#báhkka	jeŋggen#báhkka
biika#háhkka	bijkka#háhkka
skealčča#smáhkka	skieltja#smáhkka
báinna#smáhkka	bájna#smáhkka
biro#baika	biro#bajkka
gáranas#baika	gáránas#bajkka
bádde#leaika	bádde#liejkka
ginttal#veaika	gintal#viejkka
soabbe#piika	soabbe#pijkka
guolle#piika	guolle#pijkka
liegga#riika	liegga#rijkka
gaska#riika	gasska#rijkka
meara#riika	miera#rijkka
nuorta#riika	nuortta#rijkka
mátta#riika	mátta#rijkka
jábmiid#riika	jábbmijd#rijkka
oarje#riika	oarjje#rijkka
vuolle#riika	vuolle#rijkka
lulli#riika	lulle#rijkka
almmi#riika	alme#rijkka
davvi#riika	davve#rijkka
dološ#davve#riika	dålusj#davve#rijkka
dološ#davvi#riika	dålusj#davve#rijkka
luonddu#riika	luondo#rijkka
olgo#riika	ålggo#rijkka
bárpmu#riika	bármo#rijkka
lahtto#riika	lahtto#rijkka
miel#lahtto#riika	miel#lahtto#rijkka
ruovtto#riika	ruovto#rijkka
ruovttu#riika	ruovto#rijkka
duottar#riika	duottar#rijkka
gonagas#riika	gånågas#rijkka
rabies#riika	rabies#rijkka
sis#riika	sis#rijkka
ránnjá#riika	ránnjá#rijkka
ránná#riika	ránná#rijkka
golmma#riika	gålmå#rijkka
muohta#gielka	muohta#gielkka
ákšo#gilka	áksjo#gilkka
fuolahus#bálka	fuolahus#bálkka
čohka#njun#hálka	tjåhkå#njun#hálkka
skilke#skálka	skilkke#skálkka
čanas#suokka	tjanás#suokka
muohta#parka	muohta#parkka
dávda#mearka	dávdda#mierkka
paragráfa#mearka	parágráfa#mierkka
guolga#mearka	guolgga#mierkka
gaska#mearka	gasska#mierkka
čála#mearka	tjála#mierkka
alárbma#mearka	alármma#mierkka
ruossa#mearka	ruossa#mierkka
akseanta#mearka	akseanta#mierkka
fásta#mearka	fássta#mierkka
deatta#mearka	dietta#mierkka
ovtta#mađe#mearka	åvtå#made#mierkka
duodje#mearka	duodje#mierkka
rádje#mearka	rádje#mierkka
beallje#mearka	biellje#mierkka
seahke#mearka	siehke#mierkka
eisse#mearka	ejse#mierkka
fri#mearka	fri#mierkka
ovdda#beal#mearka	åvdå#biel#mierkka
alidan#mearka	aledan#mierkka
vuolidan#mearka	vuoledan#mierkka
bagadan#mearka	bagádan#mierkka
gahčan#mearka	gahtjan#mierkka
oahpistan#mearka	oahpestan#mierkka
juohkin#mearka	juohken#mierkka
geardun#mearka	gierddun#mierkka
aistton#mearka	ajstun#mierkka
vuođđo#mearka	vuoddo#mierkka
oavdu#mearka	oavddo#mierkka
dovdo#mearka	dåvddo#mierkka
kultur#dovdo#mearka	kultur#dåvddo#mierkka
boaldu#mearka	boalldo#mierkka
váldo#mearka	válldo#mierkka
boazo#mearka	boatso#mierkka
muito#mearka	mujtto#mierkka
bužor#mearka	butjur#mierkka
spiehkas#mearka	spiehkas#mierkka
čuorvvas#mearka	tjuorvas#mierkka
gravis#mearka	graves#mierkka
pins#mearka	pins#mierkka
rievdadus#mearka	rievddadus#mierkka
goallos#mearka	goallus#mierkka
johtolat#mearka	jåhtulat#mierkka
eaiggát#mearka	æjgát#mierkka
ovda#mearka	åvddå#mierkka
spealla#vearka	spiella#vierkka
spealle#vearka	spielle#vierkka
bátne#vearka	bádne#vierkka
suvrra#gurka	suvra#gurkka
biegga#párka	biegga#párkka
biegga#millo#párka	biegga#millo#párkka
bátne#várka	bádne#várkka
oaive#várka	oajvve#várkka
čielge#ađa#joatkka	tjielgge#ada#joatkka
áite#gietkka	ájtte#gietkka
fanas#bukka	fanás#bukka
spiinne#juovka	spijne#juovkka
segel#duvka	segel#duvkka
bisse#hávka	bisse#hávkka
bisso#hávka	bisso#hávkka
skuvla#lávka	skuvlla#lávkka
duodje#lávka	duodje#lávkka
nieste#lávka	niesste#lávkka
valat#lávka	valát#lávkka
čoavdda#hoaŋka	tjoavda#hoaŋkka
niisa#beaŋka	nijssa#bieŋkka
sruva#beaŋka	sruva#bieŋkka
spárva#beaŋka	spárvva#bieŋkka
mulde#beaŋka	mullde#bieŋkka
ráige#beaŋka	rájgge#bieŋkka
heavval#beaŋka	hievval#bieŋkka
vátnan#beaŋka	vádnan#bieŋkka
várven#beaŋka	várvven#bieŋkka
skohta#beaŋka	skåhtå#bieŋkka
headja#skeaŋka	hiedja#skieŋkka
juovla#skeaŋka	juovlla#skieŋkka
fierbme#leaŋka	fiermme#lieŋkka
klássa#luŋka	klássa#luŋkka
čalbme#luŋka	tjalmme#luŋkka
láse#luŋka	láse#luŋkka
mohtor#luŋka	måhtur#luŋkka
buođđo#báŋka	buoddo#báŋkka
čoavdda#háŋka	tjoavda#háŋkka
lávže#háŋka	lávttje#háŋkka
liegga#čáhce#táŋka	liegga#tjáhtse#táŋkka
eksistentiála#cealkka	eksestentiála#tsielka
oahppa#cealkka	oahppa#tsielka
relatiiva#cealkka	relátijva#tsielka
mielde#cealkka	miellde#tsielka
oalge#cealkka	oalgge#tsielka
badje#cealkka	badje#tsielka
vuolle#cealkka	vuolle#tsielka
miehte#cealkka	miehte#tsielka
oaive#cealkka	oajvve#tsielka
muitalan#cealkka	mujttalan#tsielka
vuođđo#cealkka	vuoddo#tsielka
gáldo#cealkka	gálldo#tsielka
váldo#cealkka	válldo#tsielka
vuollálas#cealkka	vuollálas#tsielka
čuokkis#cealkka	tjuokkes#tsielka
gažaldat#cealkka	gatjáldat#tsielka
eret#cealkka	eret#tsielka
duolba#tallearka	duolbba#tallearka
duolba#dállearka	duolbba#dállearka
rogge#dállearka	rågge#dállearka
asfálta#mastiska	asfálta#massteska
sirdda#gaska	sirda#gasska
uksa#gaska	uksa#gasska
nuohtta#gaska	nuohtta#gasska
guhke#gaska	guhke#gasska
bátne#gaska	bádne#gasska
háhcce#gaska	háhttse#gasska
beana#gullan#gaska	biena#gullan#gasska
mánno#gaska	mánno#gasska
lađas#gaska	ladás#gasska
sákkaldat#gaska	sákkaldat#gasska
borge#beaska	bårgge#biesska
buovdnje#beaska	buovnnje#biesska
miese#beaska	miese#biesska
vuodjen#beaska	vuodjen#biesska
atnin#beaska	adnen#biesska
čeah#bor#beaska	tjieh#bår#biesska
suhkkes#beaska	suhkkes#biesska
njárbes#miesá#beaska	njárbbes#miesá#biesska
varra#jieska	varra#jiesska
jávre#báska	jávrre#básska
bealle#boatka	bielle#boatka
njealjádas#boatka	njæljjádas#boatka
gávccádas#boatka	gávttsádas#boatka
olles#boatka	ålles#boatka
lihkadan#eala	lihkadan#iela
juster#stempela	jusster#stemppela
standárda#biila	standdárda#bijla
lásta#biila	lássta#bijla
ruvtta#biila	ruvta#bijla
smávva#biila	smávva#bijla
muovhle#biila	muovhlle#bijla
guorbme#biila	guormme#bijla
meahcce#biila	miehttse#bijla
buohcce#biila	buohttse#bijla
buohcci#biila	buohttse#bijla
ruvtte#biila	ruvte#bijla
čáskadan#biila	tjásskadan#bijla
ássan#biila	ássan#bijla
person#biila	perssun#bijla
rukto#biila	rukto#bijla
sáhtto#biila	sáhtto#bijla
ruvtto#biila	ruvto#bijla
gálvo#biila	gálvvo#bijla
duoppar#biila	duoppar#bijla
racer#biila	ratser#bijla
linjá#biila	linjá#bijla
linnjá#biila	linnjá#bijla
auto#mobiila	auto#måbijla
oasti#fiila	oasste#fijla
govva#fiila	gåvvå#fijla
dutkan#profiila	dutkan#pråfijla
ovda#klusiila	åvddå#klusijla
meaddil#ventiila	mieddel#venttijla
deatta#rádjen#ventiila	dietta#rádjen#venttijla
cirgo#ventiila	tsirggo#venttijla
geassin#tabealla	giessen#tabealla
geasus#tabealla	giesus#tabealla
šiehtadallan#modealla	sjiehtadallan#mådealla
anti#parallealla	antte#parállealla
bakke#personealla	bakke#perssunealla
tomáhta#makrealla	tåmåhta#makrealla
konferánsa#hotealla	kånferánsa#håtealla
duottar#hotealla	duottar#håtealla
veakta#skoalla	viekta#skoalla
itáli^a#giella	itále^a#giella
hollándda#giella	hållåndda#giella
albania#giella	albbania#giella
kataluniija#giella	katálunijja#giella
espánnja#giella	esspánnja#giella
ruošša#giella	ruossja#giella
greikka#giella	grejka#giella
riikka#giella	rijka#giella
greika#giella	grejkka#giella
mearka#giella	mierkka#giella
turkka#giella	turka#giella
duiskka#giella	dujska#giella
tuiskka#giella	tujska#giella
dánskka#giella	dánska#giella
fránskka#giella	fránska#giella
dánska#giella	dánsska#giella
vuođđo#urála#giella	vuoddo#urála#giella
vuođđo#suoma#giella	vuoddo#suoma#giella
latiinna#giella	latijna#giella
feara#giella	fiera#giella
iirra#giella	ijrra#giella
uŋgára#giella	uŋggára#giella
njeneca#giella	njenetsa#giella
minoritehta#giella	minuritehta#giella
diplomáhta#giella	diplumáhta#giella
ruoŧa#giella	ruota#giella
dološ#ruoŧa#giella	dålusj#ruota#giella
seava#giella	sieva#giella
godde#giella	gådde#giella
juolge#giella	juolgge#giella
girje#giella	girjje#giella
fuolke#giella	fuolkke#giella
golle#giella	gålle#giella
golli#giella	gålle#giella
sámi#giella	sáme#giella
gieldda#sáme#giella	gielda#sáme#giella
oarjela#sáme#giella	oarjjela#sáme#giella
mátta#sámi#giella	mátta#sáme#giella
oarje#sáme#giella	oarjje#sáme#giella
oarje#sámi#giella	oarjje#sáme#giella
darjje#sáme#giella	darje#sáme#giella
darjji#sáme#giella	darje#sáme#giella
lulli#sáme#giella	lulle#sáme#giella
ubme#sáme#giella	ubbme#sáme#giella
ubmi#sáme#giella	ubbme#sáme#giella
davvi#sáme#giella	davve#sáme#giella
oarjel#sáme#giella	oarjjel#sáme#giella
ahkkil#sáme#giella	ahkkel#sáme#giella
áhkkil#sáme#giella	áhkkel#sáme#giella
bihton#sáme#giella	bihtun#sáme#giella
vuođđo#sáme#giella	vuoddo#sáme#giella
vuođđo#sámi#giella	vuoddo#sáme#giella
ánar#sáme#giella	ánár#sáme#giella
duortnus#sáme#giella	duornus#sáme#giella
eatni#giella	iedne#giella
románi#giella	råmåne#giella
mari#giella	mare#giella
kymri#giella	kymre#giella
maori#giella	maore#giella
manjsi#giella	manjse#giella
estte#giella	este#giella
guovtte#giella	guovte#giella
liivve#giella	lijve#giella
čoarve#giella	tjoarvve#giella
thai#giella	thaj#giella
eaŋgalaš#giella	ieŋggalasj#giella
nuortalaš#giella	nuorttalasj#giella
rumaš#giella	rumasj#giella
anáraš#giella	anárasj#giella
vuosttaš#giella	vuostasj#giella
gaelik#giella	gaelek#giella
gælik#giella	gælek#giella
gárjil#giella	gárjjel#giella
hálddašan#giella	háldatjan#giella
gievkan#giella	gievkkan#giella
hupman#giella	hubman#giella
nubbin#giella	nubben#giella
čállin#giella	tjállen#giella
vuođđo#giella	vuoddo#giella
váldo#giella	válldo#giella
unnit#logo#giella	unnet#lågo#giella
unnit#logu#giella	unnet#lågo#giella
cymru#giella	tsymro#giella
dološ#dáro#giella	dålusj#dáro#giella
boares#dáru#giella	boares#dáro#giella
ođđa#dáro#giella	åddå#dáro#giella
ruovttu#giella	ruovto#giella
uŋgár#giella	uŋggár#giella
eaŋgalas#giella	ieŋggalas#giella
eŋgelas#giella	eŋggelas#giella
vuosttas#giella	vuostas#giella
vieris#giella	vieres#giella
jávohis#giella	jávuhis#giella
eaŋgals#giella	ieŋggals#giella
veahádat#giella	væhádat#giella
báhcahat#giella	báhtsahat#giella
juliv#giella	julev#giella
sohka#giella	såhkå#giella
goltá#giella	gålltå#giella
mordva#giella	mårdvå#giella
čalbme#šiella	tjalmme#sjiella
bátne#šiella	bádne#sjiella
eadde#miella	iedde#miella
buori#miella	buore#miella
neavre#miella	nievrre#miella
vuoste#miella	vuosste#miella
bargan#miella	barggan#miella
borran#miella	bårrån#miella
bargo#miella	barggo#miella
lossa#miella	låsså#miella
ovtta#miella	åvtå#miella
duvdda#sealla	duvda#siella
buoide#sealla	buojdde#siella
geađge#sealla	giergge#siella
monne#sealla	månne#siella
bajáš#sealla	bajásj#siella
beaivváš#sealla	bæjvásj#siella
šaddan#sealla	sjaddan#siella
álgo#šaddan#sealla	álggo#sjaddan#siella
sagahan#sealla	sagáhan#siella
vuođđo#sealla	vuoddo#siella
vilges#sealla	vilgges#siella
rukses#sealla	rukses#siella
jođus#sealla	jådus#siella
boras#sealla	bårås#siella
sohka#sealla	såhkå#siella
nuppi#poteansa#vealla	nuppe#påteansa#viella
čalmmi#vealla	tjalme#viella
čalbme#vealla	tjalmme#viella
ruovde#šilla	ruovdde#sjilla
lappe#kodisilla	lappe#kådesilla
gažadan#prohtokolla	gatjádan#pråhtukolla
eanan#prohtokolla	ienan#pråhtukolla
skeaŋka#protokolla	skieŋkka#pråtukolla
loahppa#protokolla	loahppa#pråtukolla
gažadan#protokolla	gatjádan#pråtukolla
gumppe#njuolla	gumpe#njuolla
olgeš#njuolla	ålggesj#njuolla
mohkastan#njuolla	måhkåstan#njuolla
cubbo#njuolla	tsubbo#njuolla
ceakko#njuolla	tsiekko#njuolla
gaska#vuolla	gasska#vuolla
čáhce#lievla	tjáhtse#lievlla
šiiva#juvla	sjijvva#juvlla
maŋŋe#juvla	maŋŋe#juvlla
dáidda#skuvla	dájda#skuvlla
musihkka#skuvla	musehkka#skuvlla
joatkka#skuvla	joatkka#skuvlla
alla#skuvla	alla#skuvlla
oahpaheaddje#alla#skuvla	oahpaheaddje#alla#skuvlla
oahpaheaddji#alla#skuvla	oahpaheaddje#alla#skuvlla
álbmot#alla#skuvla	álmmut#alla#skuvlla
báhpa#skuvla	báhpa#skuvlla
páhpa#skuvla	páhpa#skuvlla
rihppa#skuvla	rihppa#skuvlla
stuorra#skuvla	stuorra#skuvlla
resursa#skuvla	resursa#skuvlla
priváhta#skuvla	priváhta#skuvlla
smávva#skuvla	smávva#skuvlla
nuoraid#skuvla	nuorajd#skuvlla
ráves#olbmuid#skuvla	ráves#ålmmujd#skuvlla
rávis#olbmuid#skuvla	ráves#ålmmujd#skuvlla
mánáid#skuvla	mánájd#skuvlla
duodje#skuvla	duodje#skuvlla
veahkke#skuvla	viehkke#skuvlla
sáme#skuvla	sáme#skuvlla
oahpaheai#skuvla	oahpaheaj#skuvlla
sotna#beai#skuvla	sådnå#biej#skuvlla
vuođđo#skuvla	vuoddo#skuvlla
gierdo#skuvla	gierddo#skuvlla
boazo#doallo#skuvla	boatso#doallo#skuvlla
fidno#skuvla	fiddno#skuvlla
gávpe#oahppo#skuvla	gávppe#oahppo#skuvlla
ruovtto#skuvla	ruovto#skuvlla
ruovttu#skuvla	ruovto#skuvlla
kultur#skuvla	kultur#skuvlla
gohttehat#skuvla	gåhttehat#skuvlla
rekrutt#skuvla	rekrutt#skuvlla
álbmot#skuvla	álmmut#skuvlla
ámmát#skuvla	ámmát#skuvlla
ovda#skuvla	åvddå#skuvlla
beaive#dálla	biejvve#dálla
lieđđe#gálla	liedde#gálla
lotte#gálla	låtte#gálla
oaive#gálla	oajvve#gálla
savoi#gálla	savuj#gálla
nođđo#gálla	nåddo#gálla
bealdo#gálla	bielldo#gálla
roamšo#gálla	roamssjo#gálla
ruvso#gálla	ruvsso#gálla
vilges#gálla	vilgges#gálla
kiinná#gálla	kijná#gálla
valáštallan#hálla	valásjtallan#hálla
tennis#hálla	tennes#hálla
riepmo#sálla	riebmo#sálla
guđa#tálla	guda#tálla
njeallja#tálla	njiellja#tálla
ovcce#tálla	åvttse#tálla
guovtte#tálla	guovte#tálla
golmma#tálla	gålmå#tálla
ovtta#tálla	åvtå#tálla
lossa#metálla	låsså#metálla
vin#monopola	vin#månupola
stats#monopola	stats#månupola
emalja#gásterola	emálja#gássterola
alumiidna#gásterola	alumijnna#gássterola
stálle#gásterola	stálle#gássterola
alumin#gásterola	alumin#gássterola
teflon#gásterola	teflun#gássterola
agi#beai#suola	age#biej#suola
gaiku#suola	gajkko#suola
fallos#symbola	fallus#symbbula
status#symbola	status#symbbula
kristus#symbola	krisstus#symbbula
liige#modula	lijgge#mådula
generála#konsula	generála#kånssula
alla#lávlla	alla#lávla
álbmotlaš#lávlla	álmmutlasj#lávla
gihkan#lávlla	gihkan#lávla
máidnun#lávlla	májnnun#lávla
vuorro#lávlla	vuorro#lávla
ávvu#lávlla	ávvo#lávla
váidalus#lávlla	vájddalus#lávla
basse#vádjolus#lávlla	basse#vádjulus#lávla
bassi#vádjolus#lávlla	basse#vádjulus#lávla
álbmot#lávlla	álmmut#lávla
dipol#molekyla	dipul#målekyla
eana#are^ála	iena#are^ála
mearra#are^ála	mierra#are^ála
vuovde#are^ála	vuovdde#are^ála
meahcce#are^ála	miehttse#are^ála
eanan#doallo#are^ála	ienan#doallo#are^ála
atnu#are^ála	adno#are^ála
liige#befála	lijgge#befála
vuođđo#regála	vuoddo#regála
hilggohas#regála	hilguhas#regála
siido#materiála	sijddo#materiála
njuolggo#linjála	njuolgo#linjála
giehta#čála	giehta#tjála
áige#čála	ájgge#tjála
badje#čála	badje#tjála
oalge#badje#čála	oalgge#badje#tjála
váldo#badje#čála	válldo#badje#tjála
oaive#čála	oajvve#tjála
vuollái#čála	vuolláj#tjála
bajil#čála	bajel#tjála
maŋil#čála	maŋel#tjála
muittuhan#čála	mujtuhan#tjála
sivahan#čála	siváhan#tjála
finju#čála	finjo#tjála
vinju#čála	vinjo#tjála
riepmo#čála	riebmo#tjála
johtu#čála	jåhto#tjála
ávvo#čála	ávvo#tjála
čuokkis#čála	tjuokkes#tjála
čuvgehus#čála	tjuvggehus#tjála
tuollo#viskála	tuollo#visskála
gulahallan#kanála	guláhallan#kanála
cirgen#kanála	tsirggen#kanála
diehto#juohkin#kanála	diehto#juohken#kanála
busse#terminála	busse#termenála
diŋgon#terminála	diŋggun#termenála
dihtor#terminála	dihtur#termenála
bealle#finála	bielle#finála
bronse#finála	brånsse#finála
loatna#originála	loadna#åreginála
poasta#journála	poassta#journála
