sálvi^a	sálvve^a
prošeakta#doarjja	prosjækta#doarja
hadde#doarjja	hadde#doarja
mánáid#gárde#doarjja	mánájd#gárdde#doarja
liige#doarjja	lijgge#doarja
duodje#doarjja	duodje#doarja
veahkke#doarjja	viehkke#doarja
lassi#doarjja	lasse#doarja
buohcce#doarjja	buohttse#doarja
heahte#doarjja	hiehte#doarja
maŋil#doarjja	maŋel#doarja
festivál#doarjja	fesstevál#doarja
buvttadan#doarjja	buvtadan#doarja
ovddidan#doarjja	åvdedan#doarja
fievrredan#doarjja	fievredan#doarja
hávdádan#doarjja	hávddádan#doarja
álggahan#doarjja	álgahan#doarja
fuolahan#doarjja	fuolahan#doarja
bargui#máhcahan#doarjja	bargguj#máhtsahan#doarja
jođihan#doarjja	jådehan#doarja
ásahan#doarjja	ásáhan#doarja
ássan#doarjja	ássan#doarja
investeren#doarjja	invvesteren#doarja
mánná#dikšun#doarjja	mánná#diksjun#doarja
vuođđo#doarjja	vuoddo#doarja
oahppo#doarjja	oahppo#doarja
buvttadan#vuoito#doarjja	buvtadan#vuojtto#doarja
kultur#doarjja	kultur#doarja
lágádus#doarjja	lágádus#doarja
girje#lágádus#doarjja	girjje#lágádus#doarja
oahpahus#doarjja	oahpahus#doarja
ealáhus#doarjja	æláhus#doarja
lotnolas#ealáhus#doarjja	lådnulas#æláhus#doarja
orohat#doarjja	åruhat#doarja
vikša	viksja
bákša	báksja
šákša	sjáksja
njuorjjo#šákša	njuorjo#sjáksja
vinša	vinsja
lunša	lunsja
plánša	plánsja
hoašša	hoassja
jeagge#hoašša	jiegge#hoassja
jávre#hoašša	jávrre#hoassja
bealdo#hoašša	bielldo#hoassja
niito#hoašša	nijtto#hoassja
čuotnját#hoašša	tjuodnját#hoassja
redišša	redessja
affišša	affessja
eašša	iessja
deašša	diessja
rišša	rissja
ruošša	ruossja
márša	márssja
hušša	hussja
tušša	tussja
gášša	gássja
hášša	hássja
rášša	rássja
reportáša	repurtásja
sabotáša	sabutásja
ruožža	ruodtja
gužža	gudtja
bieža	bietja
gieres#bieža	gieres#bietja
skoahča	skoahtja
roahča	roahtja
spahča	spahtja
rahča	rahtja
giehča	giehtja
čiehča	tjiehtja
gihča	gihtja
spihča	spihtja
buohča	buohtja
ruohča	ruohtja
luhča	luhtja
stuhča	stuhtja
čakča	tjaktja
árra#čakča	árra#tjaktja
ára#čakča	ára#tjaktja
maŋeš#čakča	maŋesj#tjaktja
geasádat#čakča	gæsádat#tjaktja
rikča	riktja
deagga#buokča	diegga#buoktja
uhca#buokča	uhtsa#buoktja
silke#buokča	silkke#buoktja
gožu#buokča	gåtjo#buoktja
čáhppes#buokča	tjáhppes#buoktja
njukča	njuktja
deagga#njukča	diegga#njuktja
boallo#njukča	boallo#njuktja
čáhppes#njukča	tjáhppes#njuktja
čukča	tjuktja
smealčča	smieltja
šnjilža	sjnjilltja
buolža	buolltja
svihčča	svihttja
ráhčča	ráhttja
čeavrá#ráhčča	tjævrrá#ráhttja
balča	balttja
šnjilča	sjnjilttja
čuočča	tjuottja
beavža	bievttja
guovža	guovttja
čuovža	tjuovttja
spihke#čuovža	spihke#tjuovttja
sálte#čuovža	sállte#tjuovttja
ruvža	ruvttja
ávža	ávttja
rávža	rávttja
dáčča	dáttja
ládde#dáčča	ládde#dáttja
stuor#dáčča	stuor#dáttja
njuovčča	njuovtja
giega#njuovčča	giega#njuovtja
njálgga#njuovčča	njálga#njuovtja
njála#njuovčča	njála#njuovtja
suorre#njuovčča	suorre#njuovtja
vuotnán#njuovčča	vuodnán#njuovtja
doaŋgges#njuovčča	doaŋges#njuovtja
dolla#njuovčča	dållå#njuovtja
dola#njuovčča	dålå#njuovtja
dávžža	dávtja
dáža	dátja
suđi#dáža	sude#dátja
dánskka-dáža	dánska-dátja
láža	látja
garáša	garátja
etáša	etátja
pistáša	pisstátja
váža	vátja
govva#montáša	gåvvå#månttåtja
buovjja	buovja
čoarve#buovjja	tjoarvve#buovja
čáhce#ája	tjáhtse#ája
geaidno#čája	giejnno#tjája
hallika	halleka
medi^ateahka	mede^ateahka
cinemateahka	tsinemateahka
medi^eteahka	mede^eteahka
pinakoteahka	pinákoteahka
kinoteahka	kinuteahka
apoteahka	aputeahka
hypoteahka	hyputeahka
glyptoteahka	glyptuteahka
artoteahka	arttuteahka
kartoteahka	karttuteahka
fototeahka	fåtuteahka
čiehka	tjiehka
duolba#čiehka	duolbba#tjiehka
máŋga#čiehka	máŋgga#tjiehka
birra#čiehka	birra#tjiehka
ruossa#čiehka	ruossa#tjiehka
supplemeanta#čiehka	supplemeanta#tjiehka
eksplemeanta#čiehka	eksplemeanta#tjiehka
vihtta#čiehka	vihtta#tjiehka
soadje#čiehka	soadje#tjiehka
njeallje#čiehka	njiellje#tjiehka
skuhče#čiehka	skuhtje#tjiehka
guoibme#čiehka	guojmme#tjiehka
njálbme#čiehka	njálmme#tjiehka
skužil#čiehka	skutjel#tjiehka
gierdo#čiehka	gierddo#tjiehka
njuolggo#čiehka	njuolgo#tjiehka
čuohppan#ávju#čiehka	tjuohppan#ávjjo#tjiehka
finju#čiehka	finjo#tjiehka
vinju#čiehka	vinjo#tjiehka
leappo#čiehka	lieppo#tjiehka
bálddalas#čiehka	báldalas#tjiehka
vuostálas#čiehka	vuosstálas#tjiehka
olles#čiehka	ålles#tjiehka
jorba#čiehka	jårbbå#tjiehka
golbma#čiehka	gålmmå#tjiehka
njuolggo#golbma#čiehka	njuolgo#gålmmå#tjiehka
reahka	riehka
hirsa#reahka	hirssa#riehka
ruovde#reahka	ruovdde#riehka
geađge#reahka	giergge#riehka
hearge#reahka	hiergge#riehka
goahte#reahka	goahte#riehka
lihtte#reahka	lihtte#riehka
vuodjen#reahka	vuodjen#riehka
ráido#reahka	rájddo#riehka
bargo#reahka	barggo#riehka
muohta#skohter#reahka	muohta#skåhter#riehka
rislá#reahka	rislá#riehka
veahka	viehka
bargiid#veahka	barggijd#viehka
almmi#veahka	alme#viehka
soahte#veahka	soahte#viehka
bargo#veahka	barggo#viehka
noasto#veahka	noassto#viehka
medi^atehka	mede^atehka
diskotehka	disskutehka
apotehka	aputehka
kartotehka	karttutehka
ceakko#kartotehka	tsiekko#karttutehka
gálvo#kartotehka	gálvvo#karttutehka
rájus#kartotehka	rájus#karttutehka
láskut#kartotehka	lásskut#karttutehka
gieldda#láhka	gielda#láhka
gielda#láhka	giellda#láhka
dearvvašvuođa#láhka	diervasjvuoda#láhka
bargo#dearvvašvuođa#láhka	barggo#diervasjvuoda#láhka
olmmoš#vuoigatvuođa#láhka	ålmusj#vuojggatvuoda#láhka
divššohas#vuoigatvuođa#láhka	divsjuhas#vuojggatvuoda#láhka
válga#láhka	válgga#láhka
joatkka#skuvla#láhka	joatkka#skuvlla#láhka
vuođđo#skuvla#láhka	vuoddo#skuvlla#láhka
alkohola#láhka	alkkuhola#láhka
alkohovla#láhka	alkkuhovla#láhka
kriminála#láhka	krimenála#láhka
báike#namma#láhka	bájkke#namma#láhka
eana#láhka	iena#láhka
servituhtta#láhka	servvetuhtta#láhka
arkiiva#láhka	arkkijva#láhka
heagga#dieđuid#láhka	hiegga#diedujd#láhka
árbe#láhka	árbbe#láhka
mánáid#gárde#láhka	mánájd#gárdde#láhka
vuovde#láhka	vuovdde#láhka
vuovdi#láhka	vuovdde#láhka
energi#láhka	energe#láhka
riekte#veahkke#láhka	riekte#viehkke#láhka
sámi#láhka	sáme#láhka
miella#buohcci#láhka	miella#buohttse#láhka
ozo#vuoigatvuođa#bákte#láhka	åtso#vuojggatvuoda#bákte#láhka
sálte#láhka	sállte#láhka
jante#láhka	jantte#láhka
olgo#lihkadan#láhka	ålggo#lihkadan#láhka
hálddahus#meannudan#láhka	háldahus#miennudan#láhka
bággo#čađahan#láhka	bággo#tjadáhan#láhka
ovttas#eaiggáduššan#láhka	åvtås#æjgádussjan#láhka
hálddašan#láhka	háldatjan#láhka
luonddu#suodjalan#láhka	luondo#suodjalan#láhka
bargo#suodjalan#láhka	barggo#suodjalan#láhka
biebman#láhka	biebbman#láhka
eanan#láhka	ienan#láhka
ráŋggáštan#láhka	ráŋgásjtan#láhka
meahcástan#láhka	mæhtsástan#láhka
searvan#láhka	siervvan#láhka
njađđin#láhka	njadden#láhka
eana#vuovdin#láhka	iena#vuovdden#láhka
eanan#vuovdin#láhka	ienan#vuovdden#láhka
olgunastin#láhka	ålggunastin#láhka
šaddo#nálaštuhttin#láhka	sjaddo#nálasjtuhttin#láhka
miella#dearvvašvuođa#dikšun#láhka	miella#diervasjvuoda#diksjun#láhka
molsun#láhka	målssun#láhka
fuođđo#láhka	fuoddo#láhka
vuođđo#láhka	vuoddo#láhka
bivdo#láhka	bivddo#láhka
sáiva#bivdo#láhka	sájvva#bivddo#láhka
luonddu#láhka	luondo#láhka
tomta#láigo#láhka	tåmtå#lájggo#láhka
álbmot#oadjo#láhka	álmmut#oadjo#láhka
riekte#dikšo#láhka	riekte#diksjo#láhka
girko#láhka	girkko#láhka
vuovde#doallo#láhka	vuovdde#doallo#láhka
vuovdi#doallo#láhka	vuovdde#doallo#láhka
boazo#doallo#láhka	boatso#doallo#láhka
duopmo#stuollo#láhka	duobmo#stuollo#láhka
luopmo#láhka	luobmo#láhka
olgo#áibmo#láhka	ålggo#ájmmo#láhka
geaidno#láhka	giejnno#láhka
vearro#láhka	vierro#láhka
kultur#muito#láhka	kultur#mujtto#láhka
dásse#árvo#láhka	dásse#árvvo#láhka
topp#láhka	tåpp#láhka
dearvvašvuođa#registtar#láhka	diervasjvuoda#regestar#láhka
odels#láhka	ådels#láhka
vuoigŋa#dagus#láhka	vuojŋŋa#dagus#láhka
hálddahus#láhka	háldahus#láhka
ráves#olbmuid#oahpahus#láhka	ráves#ålmmujd#oahpahus#láhka
rávis#olbmuid#oahpahus#láhka	ráves#ålmmujd#oahpahus#láhka
mánáid#suodjalus#láhka	mánájd#suodjalus#láhka
gieldda#dearvvašvuođa#bálvalus#láhka	gielda#diervasjvuoda#bálvvalus#láhka
spesialista#dearvvašvuođa#bálvalus#láhka	spesialista#diervasjvuoda#bálvvalus#láhka
sosiál#bálvalus#láhka	såsiál#bálvvalus#láhka
mohtor#johtalus#láhka	måhtur#jåhtålus#láhka
cosinus#láhka	tsåsenus#láhka
bargo#biras#láhka	barggo#birás#láhka
jietnadat#láhka	jiednadat#láhka
eanadat#láhka	ienadat#láhka
meahcce#johtolat#láhka	miehttse#jåhtulat#láhka
mohtor#johtolat#láhka	måhtur#jåhtulat#láhka
jápma#sáhka	jábma#sáhka
moraš#sáhka	måråsj#sáhka
vuođđo#sáhka	vuoddo#sáhka
váldo#sáhka	válldo#sáhka
illu#sáhka	illo#sáhka
ovda#sáhka	åvddå#sáhka
apteaika	apteajka
apoteaika	aputeajka
baška	bassjka
gieška	giessjka
njiška	njissjka
gáška	gássjka
háška	hássjka
čiekka	tjiekka
hallikka	hallekka
šahkka	sjahkka
eallo#goahkka	iello#goahkka
boazo#goahkka	boatso#goahkka
sallit#hoahkka	sallet#hoahkka
borbehkka	bårbbehkka
kubihkka	kubehkka
grafihkka	grafehkka
trafihkka	trafehkka
logihkka	lågehkka
deahkka	diehkka
radiála#deahkka	radiála#diehkka
jeahkka	jiehkka
šeahkka	sjiehkka
reaida#šeahkka	riejdda#sjiehkka
leahkka	liehkka
bleahkka	bliehkka
pleahkka	pliehkka
treahkka	triehkka
seahkka	siehkka
biegga#seahkka	biegga#siehkka
lávka#seahkka	lávkka#siehkka
ruhta#seahkka	ruhta#siehkka
gáfe#seahkka	gáfe#siehkka
káfe#seahkka	káfe#siehkka
váhpe#seahkka	váhpe#siehkka
ran#seahkka	ran#siehkka
jáfo#seahkka	jáfo#siehkka
stálu#seahkka	stálo#siehkka
báber#seahkka	báber#siehkka
njálgges#seahkka	njálges#siehkka
guokt#geahpes#seahkka	guokt#giehpes#siehkka
gáttes#seahkka	gáttes#siehkka
gámas#seahkka	gámás#siehkka
dovtta#seahkka	dåvtå#siehkka
ciehkka	tsiehkka
teahkka	tiehkka
neilihkka	nejlehkka
replihkka	replehkka
duplihkka	duplehkka
suplihkka	suplehkka
hydra^ulihkka	hydra^ulehkka
kolihkka	kålehkka
mimihkka	mimehkka
rytmihkka	rytmehkka
komihkka	kåmehkka
panihkka	panehkka
klinihkka	klinehkka
poli^klinihkka	påle^klinehkka
teknihkka	teknehkka
arnihkka	arnehkka
kronihkka	krånehkka
epihkka	epehkka
tropihkka	tråpehkka
topihkka	tåpehkka
fabrihkka	fabrehkka
riibadahttin#fabrihkka	rijbbadahttin#fabrehkka
rubrihkka	rubrehkka
vuolle#rubrihkka	vuolle#rubrehkka
fenrihkka	fenrehkka
feanrihkka	fienrehkka
metrihkka	metrehkka
lyrihkka	lyrehkka
persihkka	perssehkka
musihkka	musehkka
etno#musihkka	edno#musehkka
pop#musihkka	påp#musehkka
álbmot#musihkka	álmmut#musehkka
fysihkka	fysehkka
statihkka	statehkka
etihkka	etehkka
human#etihkka	humán#etehkka
po^etihkka	po^etehkka
klitihkka	klitehkka
kritihkka	kritehkka
ieš#kritihkka	iesj#kritehkka
ođđa#kritihkka	åddå#kritehkka
praktihkka	praktehkka
kiro#praktihkka	kiro#praktehkka
taktihkka	taktehkka
dia^lektihkka	dia^lektehkka
e^kliptihkka	e^kliptehkka
optihkka	åptehkka
plastihkka	plasstehkka
mystihkka	mysstehkka
antihkka	anttehkka
gotihkka	gåtehkka
rávrra#bihkka	rávra#bihkka
juridihkka	juredihkka
heraldihkka	heráldihkka
metodihkka	metudihkka
pedagogihkka	pedágogihkka
erenoamáš#pedagogihkka	erenoamásj#pedágogihkka
oahppo#neavvo#pedagogihkka	oahppo#nievvo#pedágogihkka
oahppo#neavvu#pedagogihkka	oahppo#nievvo#pedágogihkka
dáidda#politihkka	dájda#påletihkka
gieldda#politihkka	gielda#påletihkka
musea#politihkka	musea#påletihkka
fága#politihkka	fága#påletihkka
media#politihkka	media#påletihkka
riikka#politihkka	rijka#påletihkka
olgo#riikka#politihkka	ålggo#rijka#påletihkka
olgo#riika#politihkka	ålggo#rijkka#påletihkka
giella#politihkka	giella#påletihkka
skuvla#politihkka	skuvlla#påletihkka
re^ála#politihkka	re^ála#påletihkka
sosiála#politihkka	sosial#påletihkka
regionála#politihkka	regionála#påletihkka
nissona#politihkka	nissuna#påletihkka
preassa#politihkka	priessa#påletihkka
stáhta#politihkka	stáhta#påletihkka
distrikta#politihkka	distrekta#påletihkka
distrivtta#politihkka	distrevtta#påletihkka
nuoraid#politihkka	nuorajd#påletihkka
bargiid#politihkka	barggijd#påletihkka
medi^e#politihkka	mede^e#påletihkka
sáme#politihkka	sáme#påletihkka
oktii#suddadan#politihkka	åktij#suddadan#påletihkka
juogadan#politihkka	juogadan#påletihkka
dutkan#politihkka	dutkan#påletihkka
bálvalan#politihkka	bálvvalan#påletihkka
diehto#juohkin#politihkka	diehto#juohken#påletihkka
ruhta#seastin#politihkka	ruhta#siessten#påletihkka
gáhtten#politihkka	gáhtten#påletihkka
dáruiduhttin#politihkka	dárujduhttin#påletihkka
nisson#politihkka	nissun#påletihkka
olgo#politihkka	ålggo#påletihkka
unnit#logo#politihkka	unnet#lågo#påletihkka
unnit#logu#politihkka	unnet#lågo#påletihkka
eana#doallo#politihkka	iena#doallo#påletihkka
eanan#doallo#politihkka	ienan#doallo#påletihkka
boazo#doallo#politihkka	boatso#doallo#påletihkka
guovlo#politihkka	guovllo#påletihkka
davve#guovlo#politihkka	davve#guovllo#påletihkka
davvi#guovlo#politihkka	davve#guovllo#påletihkka
guovllo#politihkka	guovlo#påletihkka
etno#politihkka	edno#påletihkka
kultur#muito#politihkka	kultur#mujtto#påletihkka
dásse#árvo#politihkka	dásse#árvvo#påletihkka
kultur#politihkka	kultur#påletihkka
rekrutterings#politihkka	rekrutterings#påletihkka
oahpahus#politihkka	oahpahus#påletihkka
ealáhus#politihkka	æláhus#påletihkka
guolástus#politihkka	guolástus#påletihkka
biras#politihkka	birás#påletihkka
bellodat#politihkka	belludat#påletihkka
meahcce#johtolat#politihkka	miehttse#jåhtulat#påletihkka
eami#álbmot#politihkka	ieme#álmmut#påletihkka
álgo#álbmot#politihkka	álggo#álmmut#påletihkka
bálká#politihkka	bálkká#påletihkka
resepšuvdna#estetihkka	reseptjuvnna#esstetihkka
didaktihkka	didáktihkka
ornamentihkka	årnåmentihkka
bádde#ornamentihkka	bádde#årnåmentihkka
semantihkka	semántihkka
romantihkka	råmåntihkka
dearba#stihkka	dierbba#stihkka
barohkka	baruhkka
njálbme#stuhkka	njálmme#stuhkka
eallo#stuhkka	iello#stuhkka
jeŋgen#báhkka	jeŋggen#báhkka
biika#háhkka	bijkka#háhkka
šáhkka	sjáhkka
skealčča#smáhkka	skieltja#smáhkka
báinna#smáhkka	bájna#smáhkka
anoráhkka	anuráhkka
baika	bajkka
biro#baika	biro#bajkka
gáranas#baika	gáránas#bajkka
eaika	iejkka
beaika	biejkka
leaika	liejkka
bádde#leaika	bádde#liejkka
streaika	striejkka
steaika	stiejkka
veaika	viejkka
ginttal#veaika	gintal#viejkka
greika	grejkka
apo^teika	apo^tejkka
ap^teika	ap^tejkka
biika	bijkka
liika	lijkka
piika	pijkka
soabbe#piika	soabbe#pijkka
guolle#piika	guolle#pijkka
riika	rijkka
liegga#riika	liegga#rijkka
gaska#riika	gasska#rijkka
meara#riika	miera#rijkka
nuorta#riika	nuortta#rijkka
mátta#riika	mátta#rijkka
jábmiid#riika	jábbmijd#rijkka
oarje#riika	oarjje#rijkka
vuolle#riika	vuolle#rijkka
lulli#riika	lulle#rijkka
almmi#riika	alme#rijkka
davvi#riika	davve#rijkka
dološ#davve#riika	dålusj#davve#rijkka
dološ#davvi#riika	dålusj#davve#rijkka
luonddu#riika	luondo#rijkka
olgo#riika	ålggo#rijkka
bárpmu#riika	bármo#rijkka
lahtto#riika	lahtto#rijkka
miel#lahtto#riika	miel#lahtto#rijkka
ruovtto#riika	ruovto#rijkka
ruovttu#riika	ruovto#rijkka
duottar#riika	duottar#rijkka
gonagas#riika	gånågas#rijkka
rabies#riika	rabies#rijkka
sis#riika	sis#rijkka
ránnjá#riika	ránnjá#rijkka
ránná#riika	ránná#rijkka
golmma#riika	gålmå#rijkka
stiika	stijkka
guoika	guojkka
čuoika	tjuojkka
áika	ájkka
háika	hájkka
njáika	njájkka
šalka	sjalkka
doalka	doalkka
hoalka	hoalkka
bielka	bielkka
muohta#gielka	muohta#gielkka
stielka	stielkka
bilka	bilkka
filka	filkka
gilka	gilkka
ákšo#gilka	áksjo#gilkka
skilka	skilkka
dulka	dulkka
tulka	tulkka
fylka	fylkka
fuolahus#bálka	fuolahus#bálkka
dálka	dálkka
fálka	fálkka
gálka	gálkka
hálka	hálkka
čohka#njun#hálka	tjåhkå#njun#hálkka
kálka	kálkka
skálka	skálkka
skilke#skálka	skilkke#skálkka
čanas#suokka	tjanás#suokka
goarka	goarkka
koarka	koarkka
muohta#parka	muohta#parkka
šearka	sjierkka
mearka	mierkka
dávda#mearka	dávdda#mierkka
paragráfa#mearka	parágráfa#mierkka
guolga#mearka	guolgga#mierkka
gaska#mearka	gasska#mierkka
čála#mearka	tjála#mierkka
alárbma#mearka	alármma#mierkka
ruossa#mearka	ruossa#mierkka
akseanta#mearka	akseanta#mierkka
fásta#mearka	fássta#mierkka
deatta#mearka	dietta#mierkka
ovtta#mađe#mearka	åvtå#made#mierkka
duodje#mearka	duodje#mierkka
rádje#mearka	rádje#mierkka
beallje#mearka	biellje#mierkka
seahke#mearka	siehke#mierkka
eisse#mearka	ejse#mierkka
fri#mearka	fri#mierkka
ovdda#beal#mearka	åvdå#biel#mierkka
alidan#mearka	aledan#mierkka
vuolidan#mearka	vuoledan#mierkka
bagadan#mearka	bagádan#mierkka
gahčan#mearka	gahtjan#mierkka
oahpistan#mearka	oahpestan#mierkka
juohkin#mearka	juohken#mierkka
geardun#mearka	gierddun#mierkka
aistton#mearka	ajstun#mierkka
vuođđo#mearka	vuoddo#mierkka
oavdu#mearka	oavddo#mierkka
dovdo#mearka	dåvddo#mierkka
kultur#dovdo#mearka	kultur#dåvddo#mierkka
boaldu#mearka	boalldo#mierkka
váldo#mearka	válldo#mierkka
boazo#mearka	boatso#mierkka
muito#mearka	mujtto#mierkka
bužor#mearka	butjur#mierkka
spiehkas#mearka	spiehkas#mierkka
čuorvvas#mearka	tjuorvas#mierkka
gravis#mearka	graves#mierkka
pins#mearka	pins#mierkka
rievdadus#mearka	rievddadus#mierkka
goallos#mearka	goallus#mierkka
johtolat#mearka	jåhtulat#mierkka
eaiggát#mearka	æjgát#mierkka
ovda#mearka	åvddå#mierkka
vearka	vierkka
spealla#vearka	spiella#vierkka
spealle#vearka	spielle#vierkka
bátne#vearka	bádne#vierkka
gurka	gurkka
suvrra#gurka	suvra#gurkka
hurka	hurkka
árka	árkka
šárka	sjárkka
párka	párkka
biegga#párka	biegga#párkka
biegga#millo#párka	biegga#millo#párkka
spárka	spárkka
várka	várkka
bátne#várka	bádne#várkka
oaive#várka	oajvve#várkka
čielge#ađa#joatkka	tjielgge#ada#joatkka
áite#gietkka	ájtte#gietkka
fanas#bukka	fanás#bukka
navka	navkka
spivka	spivkka
juovka	juovkka
spiinne#juovka	spijne#juovkka
šuovka	sjuovkka
suovka	suovkka
cuovka	tsuovkka
duvka	duvkka
segel#duvka	segel#duvkka
hávka	hávkka
bisse#hávka	bisse#hávkka
bisso#hávka	bisso#hávkka
lávka	lávkka
skuvla#lávka	skuvlla#lávkka
duodje#lávka	duodje#lávkka
nieste#lávka	niesste#lávkka
valat#lávka	valát#lávkka
hoaŋka	hoaŋkka
čoavdda#hoaŋka	tjoavda#hoaŋkka
beaŋka	bieŋkka
niisa#beaŋka	nijssa#bieŋkka
sruva#beaŋka	sruva#bieŋkka
spárva#beaŋka	spárvva#bieŋkka
mulde#beaŋka	mullde#bieŋkka
ráige#beaŋka	rájgge#bieŋkka
heavval#beaŋka	hievval#bieŋkka
vátnan#beaŋka	vádnan#bieŋkka
várven#beaŋka	várvven#bieŋkka
skohta#beaŋka	skåhtå#bieŋkka
skeaŋka	skieŋkka
headja#skeaŋka	hiedja#skieŋkka
juovla#skeaŋka	juovlla#skieŋkka
leaŋka	lieŋkka
fierbme#leaŋka	fiermme#lieŋkka
fiŋka	fiŋkka
liŋka	liŋkka
miŋka	miŋkka
siŋka	siŋkka
skuŋka	skuŋkka
luŋka	luŋkka
klássa#luŋka	klássa#luŋkka
čalbme#luŋka	tjalmme#luŋkka
láse#luŋka	láse#luŋkka
mohtor#luŋka	måhtur#luŋkka
muŋka	muŋkka
puŋka	puŋkka
ruŋka	ruŋkka
áŋka	áŋkka
báŋka	báŋkka
buođđo#báŋka	buoddo#báŋkka
dáŋka	dáŋkka
háŋka	háŋkka
čoavdda#háŋka	tjoavda#háŋkka
lávže#háŋka	lávttje#háŋkka
ráŋka	ráŋkka
skráŋka	skráŋkka
táŋka	táŋkka
liegga#čáhce#táŋka	liegga#tjáhtse#táŋkka
váŋka	váŋkka
pøŋka	pøŋkka
cealkka	tsielka
eksistentiála#cealkka	eksestentiála#tsielka
oahppa#cealkka	oahppa#tsielka
relatiiva#cealkka	relátijva#tsielka
mielde#cealkka	miellde#tsielka
oalge#cealkka	oalgge#tsielka
badje#cealkka	badje#tsielka
vuolle#cealkka	vuolle#tsielka
miehte#cealkka	miehte#tsielka
oaive#cealkka	oajvve#tsielka
muitalan#cealkka	mujttalan#tsielka
vuođđo#cealkka	vuoddo#tsielka
gáldo#cealkka	gálldo#tsielka
váldo#cealkka	válldo#tsielka
vuollálas#cealkka	vuollálas#tsielka
čuokkis#cealkka	tjuokkes#tsielka
gažaldat#cealkka	gatjáldat#tsielka
eret#cealkka	eret#tsielka
rock-funka	råck-funka
duolba#tallearka	duolbba#tallearka
duolba#dállearka	duolbba#dállearka
rogge#dállearka	rågge#dállearka
oligarka	ålegarka
dárkka	dárka
gaskka	gaska
lesbiska	lesbeska
mastiska	massteska
asfálta#mastiska	asfálta#massteska
asteriska	assteriska
bumeránskka	bumeránska
gaska	gasska
sirdda#gaska	sirda#gasska
uksa#gaska	uksa#gasska
nuohtta#gaska	nuohtta#gasska
guhke#gaska	guhke#gasska
bátne#gaska	bádne#gasska
háhcce#gaska	háhttse#gasska
beana#gullan#gaska	biena#gullan#gasska
mánno#gaska	mánno#gasska
lađas#gaska	ladás#gasska
sákkaldat#gaska	sákkaldat#gasska
easka	iesska
beaska	biesska
borge#beaska	bårgge#biesska
buovdnje#beaska	buovnnje#biesska
miese#beaska	miese#biesska
vuodjen#beaska	vuodjen#biesska
atnin#beaska	adnen#biesska
čeah#bor#beaska	tjieh#bår#biesska
suhkkes#beaska	suhkkes#biesska
njárbes#miesá#beaska	njárbbes#miesá#biesska
jieska	jiesska
varra#jieska	varra#jiesska
leaska	liesska
reaska	riesska
diska	disska
riska	risska
ránska	ránsska
kioska	kiosska
buoska	buosska
luoska	luosska
guska	gusska
čuska	tjusska
kuska	kusska
šluska	slusska
ruska	russka
báska	básska
jávre#báska	jávrre#básska
háska	hásska
máska	másska
fáskka	fáska
bealle#boatka	bielle#boatka
njealjádas#boatka	njæljjádas#boatka
gávccádas#boatka	gávttsádas#boatka
olles#boatka	ålles#boatka
hávkka	hávka
preambela	priembbela
eala	iela
lihkadan#eala	lihkadan#iela
parallela	parállela
arkipela	arkkepela
juster#stempela	jusster#stemppela
koppela	kåppela
epitela	epetela
maila	majla
e-maila	e-majla
beaila	biejla
feaila	fiejla
leaila	liejla
seaila	siejla
biila	bijla
standárda#biila	standdárda#bijla
lásta#biila	lássta#bijla
ruvtta#biila	ruvta#bijla
smávva#biila	smávva#bijla
muovhle#biila	muovhlle#bijla
guorbme#biila	guormme#bijla
meahcce#biila	miehttse#bijla
buohcce#biila	buohttse#bijla
buohcci#biila	buohttse#bijla
ruvtte#biila	ruvte#bijla
čáskadan#biila	tjásskadan#bijla
ássan#biila	ássan#bijla
person#biila	perssun#bijla
rukto#biila	rukto#bijla
sáhtto#biila	sáhtto#bijla
ruvtto#biila	ruvto#bijla
gálvo#biila	gálvvo#bijla
duoppar#biila	duoppar#bijla
