sálvi^a	sálvve^a
laktin	lakten
sálten	sállten
njealjehastin	njieljjehasten
guđahastin	gudáhasten
válddalastin	váldalasten
sihkkelastin	sihkkelasten
vuollálastin	vuollálasten
gárggalmastin	gárgalmasten
rehkenastin	rehkenasten
olgunastin	ålggunasten
suotnjarastin	suodnjarasten
sihkkarastin	sihkkarasten
feberastin	feberasten
laborastin	laburasten
kopi^astin	kåpe^assten
oastin	oassten
eastin	iessten
luisten	lujssten
máistin	májssten
dusten	dussten
suorggidahttin	suorgedahtten
vuolidahttin	vuoledahtten
ovttaidahttin	åvtåjdahtten
čuojaldahttin	tjuojaldahtten
áigodahttin	ájggudahtten
gabahahttin	gabáhahtten
ealáskahttin	æláskahtten
jorgalahttin	jårggålahtten
oainnálmahttin	oajnálmahtten
govastahttin	gåvåstahtten
ruoššaduhttin	ruossjaduhtten
veajuiduhttin	viejujduhtten
dáruiduhttin	dárujduhtten
váráiduhttin	várájduhtten
válddálašvuođahuhttin	váldálasjvuodahuhtten
vuovddehuhttin	vuovdehuhtten
buolehuhttin	buolehuhtten
vearjjohuhttin	vierjuhuhtten
áššáskuhttin	ássjáskuhtten
arvvosmuhttin	arvusmuhtten
rohtten	råhtten
soaitin	soajtten
luoitin	luojtten
fánten	fántten
konten	kåntten
karoten	karuten
trinitrotoluen	trinetrotoluen
herven	hervven
gárven	gárvven
várven	várvven
govven	gåvven
čegŋen	tjeggŋen
Guovdageain	Guovddageajn
kokain	kåkåjn
marathon	maráthon
audition	audetion
leksikon	leksekon
áššáiduhtton	ássjájduhtton
maraton	maráton
leabbun	liebbun
karbon	karbbun
kárbon	kárbbun
čábbon	tjábbun
obbon	åbbun
ribon	ribun
roibbon	råjbun
šlembbon	slembun
durbbon	durbun
rábon	rábun
lieđđun	lieddun
láidon	lájddun
láidun	lájddun
geardun	gierddun
suddon	suddun
láiddon	lájdun
máiddon	májdun
váiddon	vájdun
gerddon	gerdun
muđon	mudun
luvddon	luvdun
govddon	gåvdun
márffon	márfun
láfon	láfun
megon	megun
vilgon	vilggun
sárgun	sárggun
njigon	njigun
šelggon	sjelgun
čulggon	tjulgun
mulggon	mulgun
čerggon	tjergun
šleđggon	slergun
biđggon	birgun
cirggon	tsirgun
njurggon	njurgun
bárggon	bárgun
sárggon	sárgun
ravggon	ravgun
heŋggon	heŋgun
šleŋggon	sleŋgun
ogon	ågun
rogon	rågun
doddjon	dåddjun
ledjon	ledjun
giljon	giljjun
jievjun	jievjjun
gilljon	gilljun
šlietnjun	sliednjun
dikšun	diksjun
oažžun	oadtjun
vuohčun	vuohtjun
vuhččon	vuhttjun
gohččun	gåhttjun
vujon	vujun
dájon	dájun
fahkon	fahkun
ihkon	ihkun
fihkon	fihkun
rihkon	rihkun
sihkon	sihkun
čohkun	tjåhkun
fiikkon	fijkun
biškkon	bisjkun
giškon	gissjkun
njiškun	njissjkun
doškkon	dåsjkun
njuikkon	njujkun
ceahkkun	tsiehkkun
ihkkon	ihkkun
báhkkon	báhkkun
fiikon	fijkkun
niikun	nijkkun
njuikun	njujkkun
dulkon	dulkkun
dálkun	dálkkun
gálkon	gálkkun
dárkun	dárkkun
dutkkon	dutkkun
botkkon	båtkkun
el-botkkon	el-båtkkun
sotkkon	såtkkun
čukkon	tjukkun
okkon	åkkun
lokkon	låkkun
snelkkon	snelkun
ferkkon	ferkun
merkkon	merkun
faskkon	faskun
vuskkon	vuskun
lávkkon	lávkun
čiŋkkon	tjiŋkun
gilon	gilun
silon	silun
deallun	diellun
meallun	miellun
gávlun	gávllun
lávlun	lávllun
lávllon	lávlun
govllon	gåvlun
álon	álun
dálon	dálun
sálon	sálun
njolon	njålun
čolon	tjålun
molon	målun
el-molon	el-målun
solon	sålun
rábmon	rábbmun
sepmon	sebmun
boimmon	båjmun
mammon	mammun
dearbmun	diermmun
gurbmon	gurmmun
mámmon	mámmun
hárpmon	hármun
dumon	dumun
njomon	njåmun
čitnun	tjidnun
vuhpon	vuhpun
rámpon	rámppun
visppon	visppun
el-visppon	el-visppun
čáppon	tjáppun
beron	berun
meeron	meerun
meron	merun
firon	firun
giron	girun
orrun	årrun
sitron	sitrun
báron	bárun
gáron	gárun
máron	márun
doron	dårun
geson	gesun
molsson	målsun
hámsson	hámsun
nisson	nissun
njuozzun	njuodtsun
venzzon	ventsun
gaccon	gattsun
njeccon	njettsun
bircun	birttsun
ozon	åtsun
njozon	njåtsun
báson	básun
boson	båsun
dáhton	dáhtun
plankton	planktun
dustton	dustun
nástton	nástun
ihtton	ihttun
lutton	luttun
lovtton	låvtun
devon	devun
seivvon	sejvun
goivvon	gåjvun
gurvvon	gurvun
čárvvon	tjárvun
šuvon	sjuvun
savvon	savvun
skieivun	skiejvvun
seaivun	siejvvun
doalvun	doalvvun
deađvun	diervvun
meargŋun	mierŋŋun
raban	rabán
urbán	urbbán
čađan	tjadán
lađan	ladán
sirdán	sirddán
njalddán	njaldán
boalddán	boaldán
bulddán	buldán
gealddán	gældán
hárddán	hárdán
duđan	dudán
njuvddán	njuvdán
cagan	tsagán
cagán	tsagán
geaigán	gæjggán
leaggán	læggán
njigan	njigán
njágan	njágán
galján	galjján
dulján	duljján
tulján	tuljján
oarján	oarjján
irján	irjján
durján	durjján
gášan	gásján
bužan	butján
bážan	bátján
skájan	skáján
rájan	ráján
čoakkán	tjoakkán
bieskán	biesskán
falan	falán
čalán	tjalán
skilan	skilán
silan	silán
čálán	tjálán
ealán	ælán
jaman	jamán
njaman	njamán
njiman	njimán
čanan	tjanán
ránan	ránán
haran	harán
širan	sjirán
sŋiran	sŋirán
fearrán	færrán
máran	márán
váran	várán
earán	ærán
fearán	færán
boaisán	boajssán
geasán	gæsán
láittán	lájtán
vintán	vinttán
deattán	dættán
veattán	vættán
váivván	vájván
nuvan	nuván
šávan	sjáván
goban	gåbån
dovdan	dåvddån
gođđan	gåddån
golddán	gåldån
gorddán	gårdån
gođán	gådån
roggan	råggån
božán	båtjån
lojan	låjån
lohkan	låhkån
rokkan	råkkån
cokkan	tsåkkån
omman	åmmån
ommán	åmmån
roman	råmån
loppan	låppån
jorran	jårrån
novrrán	nåvrån
boran	bårån
ohcan	åhtsån
ohccan	åhttsån
bosan	båsån
ovsttán	åvstån
johttán	jåhttån
lovttan	låvtån
gibbu	gibbo
heaibu	hiejbbo
láibu	lájbbo
sáibu	sájbbo
gealbu	gielbbo
rumbu	rumbbo
trumbu	trumbbo
bámbu	bámbbo
šlurbu	slurbbo
dárbu	dárbbo
jorbu	jårbbo
klubbu	klubbo
šlubbu	slubbo
sáibbo	sájbo
addu	addo
fađđu	faddo
šaddu	sjaddo
boađđu	boaddo
skoaddu	skoaddo
spoađđu	spoaddo
vađđu	vaddo
deaddu	dieddo
skieddu	skieddo
šleađđu	slieddo
speađđu	spieddo
biddu	biddo
giđđu	giddo
skiddu	skiddo
riddu	riddo
riđđu	riddo
oaidu	oajddo
loaidu	loajddo
geaidu	giejddo
šleaidu	sliejddo
reaidu	riejddo
reidu	rejddo
diidu	dijddo
skiidu	skijddo
riidu	rijddo
siidu	sijddo
web-siidu	web-sijddo
tiidu	tijddo
muoidu	muojddo
áidu	ájddo
dáidu	dájddo
ráidu	rájddo
oidu	åjddo
hoidu	håjddo
indu	inddo
luondu	luonddo
buođđu	buoddo
fuođđu	fuoddo
guoddu	guoddo
vuođđo	vuoddo
vuođđu	vuoddo
bardu	barddo
goardu	goarddo
geardu	gierddo
gierdu	gierddo
sirdu	sirddo
stirdu	stirddo
snuordu	snuorddo
vuordu	vuorddo
burdu	burddo
murdu	murddo
gárdu	gárddo
hárdu	hárddo
márdu	márddo
várdu	várddo
bordu	bårddo
uddu	uddo
buddu	buddo
muddu	muddo
suddu	suddo
navdu	navddo
oavdu	oavddo
joavdu	joavddo
dievdu	dievddo
reavdu	rievddo
bivdu	bivddo
gäbbälä^bivdu	gäbbälä^bivddo
skuvdu	skuvddo
ruvdu	ruvddo
ávdu	ávddo
skávdu	skávddo
lávdu	lávddo
rávdu	rávddo
ovdu	åvddo
dovdu	dåvddo
gáddu	gáddo
láddu	láddo
máddu	máddo
sáddu	sáddo
sáđđu	sáddo
váddu	váddo
váđđu	váddo
boddu	båddo
goddu	gåddo
gođđu	gåddo
joddu	jåddo
čođđu	tjåddo
loddu	låddo
nođđu	nåddo
beđo	bedo
mieđu	miedo
oaiddu	oajdo
njoaiddu	njoajdo
baldu	balldo
skaldu	skalldo
boaldu	boalldo
skoaldu	skoalldo
bealdu	bielldo
gealdu	gielldo
gieldu	gielldo
ildu	illdo
dildu	dilldo
hildu	hilldo
vildu	villdo
guoldu	guolldo
muoldu	muolldo
uldu	ulldo
buldu	bulldo
áldu	álldo
gáldu	gálldo
háldu	hálldo
jáldu	jálldo
máldu	málldo
snáldu	snálldo
sáldo	sálldo
váldu	válldo
ta^ekwondo	ta^ekwundo
kommando	kåmmåndo
avokádo	avukádo
geaffu	gieffo
riifu	rijffo
spálfu	spálffo
loarfu	loarffo
fárfu	fárffo
járfu	járffo
jáffu	jáffo
stáffu	stáffo
jáfu	jáfo
láfu	láfo
origo	årego
oaggu	oaggo
liggu	liggo
dieigu	diejggo
riigu	rijggo
ruoigu	ruojggo
guigu	gujggo
ruigu	rujggo
dáigu	dájggo
njáigu	njájggo
láigu	lájggo
sáigu	sájggo
čielgu	tjielggo
stielgu	stielggo
duolgu	duolggo
álgu	álggo
bálgu	bálggo
gálgu	gálggo
hálgu	hálggo
čálgu	tjálggo
spálgu	spálggo
olgu	ålggo
golgu	gålggo
šolgu	sjålggo
njuoggu	njuoggo
šnjuoggu	sjnjuoggo
luoggu	luoggo
bargu	barggo
nargu	narggo
goargu	goarggo
loađgu	loarggo
soađgu	soarggo
biergu	bierggo
fiergu	fierggo
viergu	vierggo
duorgu	duorggo
njuorgu	njuorggo
urgu	urggo
gurgu	gurggo
gárgu	gárggo
sárgu	sárggo
duggu	duggo
ruggu	ruggo
cuggu	tsuggo
roavgu	roavggo
rivgu	rivggo
dávgu	dávggo
njaŋgu	njaŋggo
šloaŋgu	sloaŋggo
stoaŋgu	stoaŋggo
heŋgo	heŋggo
šleaŋgu	slieŋggo
biŋgo	biŋggo
šliŋgu	sliŋggo
spuŋgu	spuŋggo
ruŋgu	ruŋggo
háŋgu	háŋggo
njáŋgu	njáŋggo
bággu	bággo
njággu	njággo
lággu	lággo
nággu	nággo
spággu	spággo
rággu	rággo
stággu	stággo
geiggo	gejgo
čuolggu	tjuolgo
buogu	buogo
vuorggu	vuorgo
urggu	urgo
njurggu	njurgo
gárggu	gárgo
sárggu	sárgo
heaŋggu	hieŋgo
čogu	tjågo
logo	lågo
ladju	ladjo
oadju	oadjo
boadju	boadjo
doadju	doadjo
readdju	rieddjo
dáddju	dáddjo
biedju	biedjo
headju	hiedjo
veadju	viedjo
ádju	ádjo
ládju	ládjo
rádju	rádjo
sodju	sådjo
gulju	guljjo
olju	åljjo
solju	såljjo
barju	barjjo
fearju	fierjjo
vearju	vierjjo
girju	girjjo
njuorju	njuorjjo
guđju	gurjjo
fárju	fárjjo
várju	várjjo
ođju	årjjo
ávju	ávjjo
šallju	sjalljo
stoallju	stoalljo
eallju	ielljo
šeallju	sjielljo
šillju	sjilljo
mullju	mulljo
hállju	hálljo
vállju	válljo
spatnju	spadnjo
gudnju	guddnjo
suotnju	suodnjo
livdnju	livnnjo
njuorjju	njuorjo
dikšu	diksjo
ákšu	áksjo
gákšu	gáksjo
boaššu	boassjo
vaššu	vassjo
deaššu	diessjo
feaššu	fiessjo
riššu	rissjo
viššu	vissjo
goalšu	goalssjo
loamšu	loamssjo
rumšu	rumssjo
rámšu	rámssjo
duoršu	duorssjo
njuoršu	njuorssjo
guršu	gurssjo
nuršu	nurssjo
boršu	bårssjo
ruššu	russjo
áššu	ássjo
háššu	hássjo
máššu	mássjo
ráššu	rássjo
hášo	hásjo
steažžu	stiedtjo
gižžu	gidtjo
ružžu	rudtjo
stážžu	stádtjo
gohču	gåhtjo
njiekču	njiektjo
ákču	áktjo
skálžu	skálltjo
spálžu	spálltjo
guoržžu	guortjo
geahčču	giehttjo
fihčču	fihttjo
svihčču	svihttjo
duohčču	duohttjo
vuohčču	vuohttjo
gáhčču	gáhttjo
spáhčču	spáhttjo
spálču	spálttjo
roanžu	roanttjo
oaržu	oarttjo
skurču	skurttjo
čoavžu	tjoavttjo
ruvžu	ruvttjo
ávžu	ávttjo
čoavžžu	tjoavtjo
lávžžu	lávtjo
gožu	gåtjo
risiko	riseko
bahku	bahko
dahku	dahko
hoahku	hoahko
loahku	loahko
šloahku	sloahko
stoahku	stoahko
sahku	sahko
geahku	giehko
šiehku	sjiehko
liehku	liehko
neahku	niehko
niehku	niehko
viehku	viehko
juohku	juohko
luohku	luohko
ruhku	ruhko
háhku	háhko
láhku	láhko
máhku	máhko
ráhku	ráhko
váhku	váhko
lohku	låhko
limšku	limssjko
rámšku	rámssjko
máršku	márssjko
bušku	bussjko
njášku	njássjko
njuikku	njujko
bakku	bakko
boahkku	boahkko
čoahkku	tjoahkko
sahkku	sahkko
stahkku	stahkko
vahkku	vahkko
jiehkku	jiehkko
leahkku	liehkko
liehkku	liehkko
seahkku	siehkko
dihkku	dihkko
lihkku	lihkko
rihkku	rihkko
duohkku	duohkko
suohkku	suohkko
vuohkku	vuohkko
uhkku	uhkko
duhkku	duhkko
juhkku	juhkko
ruhkku	ruhkko
áhkku	áhkko
báhkku	báhkko
gáhkku	gáhkko
jáhkku	jáhkko
láhkku	láhkko
smáhkku	smáhkko
ráhkku	ráhkko
sáhkku	sáhkko
liiku	lijkko
ciiku	tsijkko
buiku	bujkko
luiku	lujkko
njáiku	njájkko
ráiku	rájkko
goiku	gåjkko
belko	belkko
bealku	bielkko
dielku	dielkko
stielku	stielkko
bilku	bilkko
čulku	tjulkko
bálku	bálkko
gálku	gálkko
nálku	nálkko
bolku	bålkko
skierku	skierkko
spierku	spierkko
girku	girkko
kirku	kirkko
mirko	mirkko
mirku	mirkko
gurku	gurkko
hurku	hurkko
murku	murkko
bárku	bárkko
dárku	dárkko
márku	márkko
guotkku	guotkko
goavku	goavkko
joavku	joavkko
pop-joavku	påp-joavkko
loavku	loavkko
roavku	roavkko
buvku	buvkko
čuvku	tjuvkko
jávku	jávkko
goaŋku	goaŋkko
reŋko	reŋkko
liŋku	liŋkko
ruŋku	ruŋkko
báŋku	báŋkko
pláŋku	pláŋkko
mirkko	mirko
hilsku	hilsko
vuoskku	vuosko
besko	bessko
feasku	fiessko
geasku	giessko
veasku	viessko
fisku	fissko
risku	rissko
roaisku	roajssko
beaisku	biejssko
liisku	lijssko
duisku	dujssko
tuisku	tujssko
ráisku	rájssko
limsku	limssko
luosku	luossko
ruosku	ruossko
boarsku	boarssko
hersko	herssko
mársku	márssko
loavsku	loavssko
livsku	livssko
nuvsku	nuvssko
jávsku	jávssko
dásku	dássko
fiásko	fiássko
flásku	flássko
tásku	tássko
osku	åssko
mosku	måssko
itku	itko
vitku	vitko
guotku	guotko
ruotku	ruotko
gátku	gátko
sátku	sátko
gielu	gielo
jealu	jielo
gilu	gilo
kilu	kilo
geailu	giejlo
keailu	kiejlo
fiilu	fijlo
giilu	gijlo
ballu	ballo
šallu	sjallo
boallu	boallo
doallu	doallo
goallu	goallo
hoallu	hoallo
moallu	moallo
snoallu	snoallo
eallu	iello
biellu	biello
diellu	diello
fiellu	fiello
geallu	giello
heallu	hiello
jiellu	jiello
njiellu	njiello
meallu	miello
speallu	spiello
siellu	siello
nuovhlu	nuovhllo
uvhlu	uvhllo
illu	illo
billu	billo
skillu	skillo
millu	millo
duollu	duollo
čuollu	tjuollo
tuollu	tuollo
stuollu	stuollo
ullu	ullo
gullu	gullo
levlo	levllo
givlo	givllo
sivlu	sivllo
guovlu	guovllo
uvlu	uvllo
huvlu	huvllo
gávlo	gávllo
lávlu	lávllo
vávlu	vávllo
állu	állo
bállu	bállo
dállu	dállo
fállu	fállo
gállu	gállo
hállu	hállo
šállo	sjállo
šállu	sjállo
čállu	tjállo
skállu	skállo
nállu	nállo
stállu	stállo
bollu	bållo
kava-bollu	kava-bållo
gollu	gållo
lollu	lållo
suolu	suolo
gapmu	gabmo
hapmu	habmo
loapmu	loabmo
sapmu	sabmo
biebmu	biebbmo
hipmu	hibmo
duopmu	duobmo
juopmu	juobmo
luopmu	luobmo
suopmu	suobmo
hupmu	hubmo
lupmu	lubmo
dápmu	dábmo
fápmu	fábmo
el-fápmu	el-fábmo
hápmu	hábmo
jápmu	jábmo
skápmu	skábmo
opmu	åbmo
ropmu	råbmo
sopmu	såbmo
seamu	siemo
liehmu	liehmo
njoammu	njoammo
heaibmu	hiejmmo
rieibmu	riejmmo
diibmo	dijmmo
diibmu	dijmmo
tiibmu	tijmmo
áibmu	ájmmo
váibmu	vájmmo
helbmo	helmmo
goarbmu	goarmmo
herbmo	hermmo
skurbmu	skurmmo
árbmu	ármmo
bárbmu	bármmo
dárbmu	dármmo
hummu	hummo
guomu	guomo
muomu	muomo
gomu	gåmo
atnu	adno
didnu	diddno
fidnu	fiddno
lidnu	liddno
ridnu	riddno
ruodnu	ruoddno
udnu	uddno
dudnu	duddno
ádnu	áddno
fádnu	fáddno
gádno	gáddno
gádnu	gáddno
rádnu	ráddno
eatnu	iedno
deatnu	diedno
sitnu	sidno
fuotnu	fuodno
rátnu	rádno
rotnu	rådno
eanu	ieno
lievhnu	lievhno
ainu	ajno
kiino	kijno
mannu	manno
meannu	mienno
oaidnu	oajnno
geaidnu	giejnno
reaidnu	riejnno
biidnu	bijnno
fiidnu	fijnno
báidnu	bájnno
gáidnu	gájnno
máidnu	májnno
váidnu	vájnno
girdno	girnno
girdnu	girnno
kirdno	kirnno
dordnu	dårnno
bunnu	bunno
rievdnu	rievnno
uvdnu	uvnno
ruvdno	ruvnno
ruvdnu	ruvnno
kruvdno	kruvnno
kruvdnu	kruvnno
truvdnu	truvnno
vávdno	vávnno
mánnu	mánno
girtno	girno
kirtno	kirno
porno	pårno
oregáno	åregáno
sopráno	såpråno
shampoo	shamppoo
heahpu	hiehpo
leahpu	liehpo
riehpu	riehpo
gihpu	gihpo
áhpu	áhpo
báhpu	báhpo
náhpu	náhpo
stohpu	ståhpo
šámppu	sjámpo
deappu	dieppo
leappu	lieppo
lahppu	lahppo
oahppu	oahppo
hoahppu	hoahppo
skeahppu	skiehppo
steahppu	stiehppo
gihppu	gihppo
lihppu	lihppo
strihppu	strihppo
skuohppu	skuohppo
luhppu	luhppo
skáhppu	skáhppo
láhppu	láhppo
gohppu	gåhppo
lippu	lippo
leaipu	liejppo
biipu	bijppo
riipu	rijppo
doalpu	doalppo
stoalpu	stoalppo
vuolpu	vuolppo
gulpu	gulppo
nulpu	nulppo
válpu	válppo
gimpu	gimppo
limpu	limppo
šumpu	sjumppo
sumpu	sumppo
stumpu	stumppo
gámpu	gámppo
šámpu	sjámppo
lámpu	lámppo
cuoppu	tsuoppo
goarpu	goarppo
árpu	árppo
boaru	boaro
biru	biro
soairu	soajro
liiru	lijro
guiru	gujro
áiru	ájro
gáiru	gájro
guoru	guoro
garru	garro
doarru	doarro
goarru	goarro
njoarru	njoarro
skoarru	skoarro
sparru	sparro
earru	ierro
gearru	gierro
jearru	jierro
čearru	tjierro
skearru	skierro
skierru	skierro
spierru	spierro
vearru	vierro
vierru	vierro
njirru	njirro
guorru	guorro
juorru	juorro
vuorru	vuorro
burru	burro
šurru	sjurro
surru	surro
roavru	roavrro
evro	evrro
hevro	hevrro
eavru	ievrro
fievru	fievrro
čievru	tjievrro
vuovru	vuovrro
buvru	buvrro
dávru	dávrro
fávru	fávrro
stávru	stávrro
árru	árro
bárru	bárro
dárru	dárro
fárru	fárro
skárru	skárro
orru	årro
jorru	jårro
čorru	tjårro
čuru	tjuro
nisu	niso
haksu	hakso
bieksu	biekso
geaksu	giekso
leaksu	liekso
diksu	dikso
uksu	ukso
huksu	hukso
juksu	jukso
máksu	mákso
roassu	roasso
geassu	giesso
meassu	miesso
seassu	siesso
viessu	viesso
bissu	bisso
missu	misso
nissu	nisso
reaisu	riejsso
giisu	gijsso
healsu	hielsso
rimsu	rimsso
gámsu	gámsso
rámsu	rámsso
ánsu	ánsso
dánsu	dánsso
ránsu	ránsso
vuossu	vuosso
vearsu	viersso
vuorsu	vuorsso
mársu	mársso
korsu	kårsso
ruvsu	ruvsso
ássu	ásso
dássu	dásso
vássu	vásso
bossu	båsso
boazu	boatso
roahcu	roahtso
buohcu	buohtso
njuohcu	njuohtso
muohcu	muohtso
báhcu	báhtso
njáhcu	njáhtso
sáhcu	sáhtso
cáhcu	tsáhtso
ohcu	åhtso
gohcu	gåhtso
njohcu	njåhtso
flamenco	flamentso
suozu	suotso
áicu	ájttso
cáicu	tsájttso
hilcu	hilttso
cincu	tsinttso
bircu	birttso
gárcu	gárttso
guovssu	guovso
geŧo	geto
boahtu	boahto
goahtu	goahto
beahtu	biehto
diehtu	diehto
seahtu	siehto
veahtu	viehto
ihtu	ihto
rihtu	rihto
luohtu	luohto
muohtu	muohto
ruohtu	ruohto
šluhtu	sluhto
áhtu	áhto
gáhtu	gáhto
láhtu	láhto
máhtu	máhto
ráhtu	ráhto
johtu	jåhto
lohtu	låhto
rohtu	råhto
loaktu	loakto
eaktu	iekto
beaktu	biekto
geaktu	giekto
leaktu	liekto
liktu	likto
šliktu	slikto
duoktu	duokto
luoktu	luokto
ruoktu	ruokto
buktu	bukto
ruktu	rukto
ráktu	rákto
boaltu	boallto
čoaltu	tjoallto
salto	sallto
skieltu	skiellto
biltu	billto
buoltu	buollto
duoltu	duollto
sultu	sullto
álto	állto
áltu	állto
vuosttu	vuosto
astu	assto
oastu	oassto
goastu	goassto
giestu	giessto
leastu	liessto
meastu	miessto
seastu	siessto
bistu	bissto
gistu	gissto
listu	lissto
narko-listu	narkko-lissto
hiistu	hijssto
máistu	májssto
suostu	suossto
boarstu	boarssto
bustu	bussto
lustu	lussto
návstu	návssto
fástu	fássto
vástu	vássto
ostu	åssto
goaŧŧu	goatto
geaŧŧu	gietto
lahttu	lahtto
oahttu	oahtto
doahttu	doahtto
roahttu	roahtto
soahttu	soahtto
beahttu	biehtto
fiehttu	fiehtto
geahttu	giehtto
leahttu	liehtto
fihttu	fihtto
lihttu	lihtto
mihttu	mihtto
vihttu	vihtto
suhttu	suhtto
dáhttu	dáhtto
gáhttu	gáhtto
skáhttu	skáhtto
láhttu	láhtto
máhttu	máhtto
sáhttu	sáhtto
váhttu	váhtto
bohttu	båhtto
pohttu	påhtto
rohttu	råhtto
giitu	gijtto
liitu	lijtto
niitu	nijtto
luoitu	luojtto
vuoitu	vuojtto
uitu	ujtto
huitu	hujtto
skuitu	skujtto
muitu	mujtto
ruitu	rujtto
snáitu	snájtto
spáitu	spájtto
reantu	rientto
spintu	spintto
lánto	lántto
šlántu	slántto
konto	kåntto
kontu	kåntto
guottu	guotto
goartu	goartto
fiertu	fiertto
viertu	viertto
muortu	muortto
smuortu	smuortto
nuortu	nuortto
murtu	murtto
smurtu	smurtto
snurtu	snurtto
spártu	spártto
mortu	mårtto
porto	pårtto
láttu	látto
sáttu	sátto
lotto	låtto
ruvtto	ruvto
savu	savo
gáivvo	gájvo
njuovu	njuovo
soavvu	soavvo
heavvu	hievvo
neavvu	nievvo
el-neavvu	el-nievvo
rievvu	rievvo
bivvu	bivvo
sivvu	sivvo
doaivu	doajvvo
goaivu	goajvvo
deaivu	diejvvo
siivu	sijvvo
viivu	vijvvo
gáivo	gájvvo
doalvu	doalvvo
gilvu	gilvvo
álvu	álvvo
gálvu	gálvvo
sálvu	sálvvo
njuovvu	njuovvo
čuovvu	tjuovvo
ruovvu	ruovvo
arvu	arvvo
nuorvu	nuorvvo
lurvu	lurvvo
árvu	árvvo
gárvu	gárvvo
dorvu	dårvvo
ávvu	ávvo
lávvu	lávvo
rávvu	rávvo
vávvu	vávvo
fakŋu	fagŋo
soakŋu	soagŋo
soagŋu	soaggŋo
ákŋu	ágŋo
cuoŋu	tsuoŋo
átŋu	átŋo
maŋŋu	maŋŋo
goargŋu	goarŋŋo
cup	tsup
hip-hop	hip-håp
pop	påp
dimbbar	dimbar
šlimbbar	slimbar
šlámbbar	slámbar
sylinddar	sylenddar
forminddar	fårmenddar
flundar	flunddar
snow^boardar	snåw^boarddar
kurdar	kurddar
spáiddar	spájdar
álddar	áldar
finddar	findar
unddar	undar
kunddar	kundar
fuođar	fuodar
fálffar	fálfar
čiegar	tjiegar
boargar	boarggar
sáiggar	sájgar
spiŋggar	spiŋgar
uŋggar	uŋgar
speajar	spiejar
guotnjar	guodnjar
komihkar	kåmehkar
teknihkar	teknehkar
klassihkar	klassehkar
musihkar	musehkar
fysihkar	fysehkar
kritihkar	kritehkar
optihkar	åptehkar
akademihkar	akádemihkar
mekanihkar	mekánihkar
botanihkar	båtånihkar
historihkar	hissturihkar
politihkar	påletihkar
estetihkar	esstetihkar
kiikkar	kijkar
politihkkar	påletihkkar
giikar	gijkkar
čuokkar	tjuokkar
dieskkar	dieskar
áŋkkar	áŋkar
tráilar	trájlar
semi-tráilar	semi-trájlar
kuntepillar	kunttepillar
bismmar	bismar
dudnar	duddnar
dutnar	dudnar
medisiinnar	medesijnar
šloahpar	sloahpar
šluppar	sluppar
programmerar	prågråmmerar
bunzzar	buntsar
gufihtar	gufehtar
gilomehtar	gilumehtar
baromehtar	barumehtar
desilihtar	deselihtar
skielttar	skieltar
filttar	filtar
skilttar	skiltar
orkeastar	årkkeastar
orkeasttar	årkkeastar
loasttar	loastar
kloasttar	kloastar
magisttar	magestar
registtar	regestar
viesttar	viestar
ministtar	minestar
minsttar	minstar
gunsttar	gunstar
plásttar	plástar
šláttar	sláttar
bulvvar	bulvar
pulvvar	pulvar
cy^ber	tsy^ber
fiiber	fijbber
gálbir	gálbber
skibir	skiber
guobir	guober
bábir	báber
koriánder	kåriánder
máđir	máder
váđir	váder
kefir	kefer
luffir	luffer
nagir	nager
giegir	gieger
tiiger	tijgger
háigir	hájgger
skuoggir	skuogger
šaŋger	sjaŋgger
šáŋger	sjáŋgger
dággir	dágger
spigir	spiger
muogir	muoger
hamburger	hambburger
gágir	gáger
manager	manáger
ságir	ságer
suonjir	suonjer
maššir	massjer
veažir	vietjer
veahčir	viehtjer
šáhčir	sjáhtjer
skáhčir	skáhtjer
čealčir	tjielttjer
skážir	skátjer
rocker	råcker
báhkir	báhker
lohkir	låhker
lohkkir	låhkker
feaskkir	fiesker
svisker	svissker
fáskir	fássker
ávskkir	ávsker
fáskkir	fásker
váskkir	vásker
wobbler	wåbbler
trailer	trajler
geallir	gieller
keallir	kieller
kullir	kuller
goapmir	goabmer
hoapmir	hoabmer
ápmir	ábmer
opmir	åbmer
hopmir	håbmer
sopmir	såbmer
šimir	sjimer
šlimir	slimer
nummir	nummer
gámmir	gámmer
kámmir	kámmer
romer	råmer
designer	desegner
stáinnir	stájner
soinnir	såjner
kontainer	kånttåjner
gahpir	gahper
foahpir	foahper
goahpir	goahper
eappir	iepper
top^scorer	tåp^scårer
geaissir	giejser
keaissir	kiejser
viissir	vijser
vissir	visser
gazir	gatser
bihcir	bihtser
gaccir	gattser
busir	buser
teahter	tiehter
gilomehter	gilumehter
baromehter	barumehter
gáhtir	gáhter
ohter	åhter
skohter	skåhter
meašttir	miesjter
helikopter	helekopter
register	regester
measttir	miester
minister	minester
master	masster
jester	jesster
sester	sesster
klyster	klysster
kloster	klåsster
desilihtter	deselihtter
charter	chartter
doavttir	doavter
boalvvir	boalver
revolver	revulver
ávvir	ávver
dávvir	dávver
suoŋir	suoŋer
šaŋŋer	sjaŋŋer
gaigŋir	gajŋŋer
šáŋŋer	sjáŋŋer
professor	pråfessor
prosessor	pråsessor
kalkulator	kalkkulator
konservator	kånsservator
